date,product_id,quantity,revenue,profit,stock_on_hand,product_name,category,cost_price,selling_price,supplier_id
2023-04-18,PROD_0012,0.0,0.0,0.0,42,Clothing - Themselves,Clothing,492.76,928.49,SUP_002
2023-04-18,PROD_0013,5.0,1249.05,518.0,71,Toys - Production,Toys,146.21,249.81,SUP_006
2023-04-18,PROD_0014,0.0,0.0,0.0,20,Home Appliances - Present,Home Appliances,191.39,261.75,SUP_005
2023-04-18,PROD_0015,7.0,2886.7999999999997,727.5099999999995,91,Electronics - Value,Electronics,308.47,412.4,SUP_004
2023-04-18,PROD_0016,0.0,0.0,0.0,74,Home Appliances - Training,Home Appliances,236.51,334.89,SUP_009
2023-04-18,PROD_0017,0.0,0.0,0.0,50,Home Appliances - High,Home Appliances,345.46,647.49,SUP_001
2023-04-18,PROD_0018,0.0,0.0,0.0,5,Home Appliances - Participant,Home Appliances,412.68,761.0,SUP_007
2023-04-18,PROD_0019,3.0,245.73,118.44,78,Clothing - Dark,Clothing,42.43,81.91,SUP_010
2023-04-18,PROD_0020,4.0,730.52,273.76,31,Clothing - Sea,Clothing,114.19,182.63,SUP_008
2023-04-18,PROD_0021,6.0,1171.98,333.2400000000002,85,Home Appliances - Available,Home Appliances,139.79,195.33,SUP_009
2023-04-18,PROD_0022,0.0,0.0,0.0,4,Books - Answer,Books,138.74,231.37,SUP_010
2023-04-18,PROD_0023,4.0,1497.44,747.92,66,Toys - Recently,Toys,187.38,374.36,SUP_003
2023-04-18,PROD_0024,5.0,2272.2,1013.1,69,Books - Drive,Books,251.82,454.44,SUP_002
2023-04-18,PROD_0025,0.0,0.0,0.0,86,Home Appliances - Spring,Home Appliances,317.45,582.1,SUP_007
2023-04-18,PROD_0026,2.0,123.82,41.55999999999999,0,Books - Figure,Books,41.13,61.91,SUP_008
2023-04-18,PROD_0027,5.0,1093.9,427.95000000000005,47,Books - Base,Books,133.19,218.78,SUP_001
2023-04-18,PROD_0028,0.0,0.0,0.0,97,Electronics - Top,Electronics,344.04,560.64,SUP_005
2023-04-18,PROD_0029,9.0,900.72,318.78000000000003,76,Clothing - Early,Clothing,64.66,100.08,SUP_008
2023-04-18,PROD_0030,0.0,0.0,0.0,13,Electronics - Trial,Electronics,477.37,907.33,SUP_005
2023-04-18,PROD_0031,0.0,0.0,0.0,26,Books - Blood,Books,383.36,615.73,SUP_002
2023-04-18,PROD_0032,0.0,0.0,0.0,20,Clothing - Husband,Clothing,422.42,678.46,SUP_004
2023-04-18,PROD_0033,4.0,1027.36,254.4799999999999,6,Home Appliances - Fall,Home Appliances,193.22,256.84,SUP_009
2023-04-18,PROD_0034,3.0,1448.4,537.96,0,Electronics - Long,Electronics,303.48,482.8,SUP_002
2023-04-18,PROD_0035,0.0,0.0,0.0,87,Clothing - Prove,Clothing,440.57,821.81,SUP_005
2023-04-18,PROD_0036,4.0,292.04,138.52,30,Home Appliances - They,Home Appliances,38.38,73.01,SUP_002
2023-04-18,PROD_0037,0.0,0.0,0.0,73,Electronics - His,Electronics,368.63,683.0,SUP_009
2023-04-18,PROD_0038,5.0,576.05,211.5,63,Home Appliances - Commercial,Home Appliances,72.91,115.21,SUP_009
2023-04-18,PROD_0039,8.0,2123.84,1004.8000000000002,23,Home Appliances - Hospital,Home Appliances,139.88,265.48,SUP_007
2023-04-18,PROD_0040,0.0,0.0,0.0,85,Home Appliances - Hear,Home Appliances,465.17,839.27,SUP_004
2023-04-18,PROD_0041,0.0,0.0,0.0,30,Clothing - Determine,Clothing,205.51,357.04,SUP_006
2023-04-18,PROD_0042,0.0,0.0,0.0,81,Toys - Religious,Toys,450.81,703.8,SUP_004
2023-04-18,PROD_0043,0.0,0.0,0.0,21,Home Appliances - Example,Home Appliances,41.37,50.34,SUP_009
2023-04-18,PROD_0044,0.0,0.0,0.0,8,Home Appliances - Science,Home Appliances,298.34,359.72,SUP_001
2023-04-18,PROD_0045,0.0,0.0,0.0,78,Home Appliances - Write,Home Appliances,43.03,52.72,SUP_006
2023-04-18,PROD_0046,9.0,3354.12,996.6600000000001,38,Electronics - Result,Electronics,261.94,372.68,SUP_008
2023-04-18,PROD_0047,8.0,3902.0,1708.2399999999998,57,Home Appliances - Raise,Home Appliances,274.22,487.75,SUP_010
2023-04-18,PROD_0048,4.0,1766.36,799.9199999999998,96,Books - Away,Books,241.61,441.59,SUP_007
2023-04-18,PROD_0049,4.0,388.4,163.51999999999998,98,Home Appliances - Politics,Home Appliances,56.22,97.1,SUP_006
2023-04-18,PROD_0050,0.0,0.0,0.0,51,Toys - Prove,Toys,211.44,399.85,SUP_001
2023-04-19,PROD_0001,2.0,161.74,56.540000000000006,34,Books - Surface,Books,52.6,80.87,SUP_001
2023-04-19,PROD_0002,4.0,751.64,283.12,17,Electronics - Animal,Electronics,117.13,187.91,SUP_001
2023-04-19,PROD_0003,0.0,0.0,0.0,69,Books - Show,Books,107.43,184.77,SUP_009
2023-04-19,PROD_0004,8.0,1578.08,633.92,65,Toys - Machine,Toys,118.02,197.26,SUP_001
2023-04-19,PROD_0005,0.0,0.0,0.0,23,Home Appliances - Not,Home Appliances,352.09,518.35,SUP_003
2023-04-19,PROD_0006,0.0,0.0,0.0,95,Home Appliances - Capital,Home Appliances,479.03,703.83,SUP_002
2023-04-19,PROD_0007,5.0,538.9,251.95,55,Toys - Win,Toys,57.39,107.78,SUP_010
2023-04-19,PROD_0008,3.0,2169.93,953.4599999999998,35,Clothing - Human,Clothing,405.49,723.31,SUP_009
2023-04-19,PROD_0009,2.0,1463.24,489.58000000000004,52,Electronics - Bar,Electronics,486.83,731.62,SUP_009
2023-04-19,PROD_0010,0.0,0.0,0.0,3,Clothing - Old,Clothing,416.41,705.74,SUP_006
2023-04-19,PROD_0011,5.0,654.3000000000001,133.20000000000005,82,Books - Finally,Books,104.22,130.86,SUP_004
2023-04-19,PROD_0012,4.0,3713.96,1742.92,98,Clothing - Themselves,Clothing,492.76,928.49,SUP_002
2023-04-19,PROD_0013,0.0,0.0,0.0,21,Toys - Production,Toys,146.21,249.81,SUP_006
2023-04-19,PROD_0014,0.0,0.0,0.0,76,Home Appliances - Present,Home Appliances,191.39,261.75,SUP_005
2023-04-19,PROD_0015,1.0,412.4,103.92999999999995,52,Electronics - Value,Electronics,308.47,412.4,SUP_004
2023-04-19,PROD_0016,0.0,0.0,0.0,76,Home Appliances - Training,Home Appliances,236.51,334.89,SUP_009
2023-04-19,PROD_0017,7.0,4532.43,2114.21,41,Home Appliances - High,Home Appliances,345.46,647.49,SUP_001
2023-04-19,PROD_0018,3.0,2283.0,1044.96,87,Home Appliances - Participant,Home Appliances,412.68,761.0,SUP_007
2023-04-19,PROD_0019,10.0,819.0999999999999,394.7999999999999,60,Clothing - Dark,Clothing,42.43,81.91,SUP_010
2023-04-19,PROD_0020,9.0,1643.67,615.9599999999999,38,Clothing - Sea,Clothing,114.19,182.63,SUP_008
2023-04-19,PROD_0021,7.0,1367.31,388.7800000000001,72,Home Appliances - Available,Home Appliances,139.79,195.33,SUP_009
2023-04-19,PROD_0022,0.0,0.0,0.0,49,Books - Answer,Books,138.74,231.37,SUP_010
2023-04-19,PROD_0023,2.0,748.72,373.96000000000004,84,Toys - Recently,Toys,187.38,374.36,SUP_003
2023-04-19,PROD_0024,9.0,4089.96,1823.58,32,Books - Drive,Books,251.82,454.44,SUP_002
2023-04-19,PROD_0025,0.0,0.0,0.0,78,Home Appliances - Spring,Home Appliances,317.45,582.1,SUP_007
2023-04-19,PROD_0026,0.0,0.0,0.0,72,Books - Figure,Books,41.13,61.91,SUP_008
2023-04-19,PROD_0027,2.0,437.56,171.18,42,Books - Base,Books,133.19,218.78,SUP_001
2023-04-19,PROD_0028,0.0,0.0,0.0,41,Electronics - Top,Electronics,344.04,560.64,SUP_005
2023-04-19,PROD_0029,0.0,0.0,0.0,55,Clothing - Early,Clothing,64.66,100.08,SUP_008
2023-04-19,PROD_0030,0.0,0.0,0.0,83,Electronics - Trial,Electronics,477.37,907.33,SUP_005
2023-04-19,PROD_0031,0.0,0.0,0.0,78,Books - Blood,Books,383.36,615.73,SUP_002
2023-04-19,PROD_0032,4.0,2713.84,1024.16,19,Clothing - Husband,Clothing,422.42,678.46,SUP_004
2023-04-19,PROD_0033,2.0,513.68,127.23999999999995,74,Home Appliances - Fall,Home Appliances,193.22,256.84,SUP_009
2023-04-19,PROD_0034,0.0,0.0,0.0,71,Electronics - Long,Electronics,303.48,482.8,SUP_002
2023-04-19,PROD_0035,3.0,2465.43,1143.7199999999998,48,Clothing - Prove,Clothing,440.57,821.81,SUP_005
2023-04-19,PROD_0036,4.0,292.04,138.52,75,Home Appliances - They,Home Appliances,38.38,73.01,SUP_002
2023-04-19,PROD_0037,4.0,2732.0,1257.48,53,Electronics - His,Electronics,368.63,683.0,SUP_009
2023-04-19,PROD_0038,4.0,460.84,169.2,66,Home Appliances - Commercial,Home Appliances,72.91,115.21,SUP_009
2023-04-19,PROD_0039,5.0,1327.4,628.0000000000001,15,Home Appliances - Hospital,Home Appliances,139.88,265.48,SUP_007
2023-04-19,PROD_0040,0.0,0.0,0.0,68,Home Appliances - Hear,Home Appliances,465.17,839.27,SUP_004
2023-04-19,PROD_0041,8.0,2856.32,1212.2400000000002,17,Clothing - Determine,Clothing,205.51,357.04,SUP_006
2023-04-19,PROD_0042,0.0,0.0,0.0,18,Toys - Religious,Toys,450.81,703.8,SUP_004
2023-04-19,PROD_0043,0.0,0.0,0.0,98,Home Appliances - Example,Home Appliances,41.37,50.34,SUP_009
2023-04-19,PROD_0044,0.0,0.0,0.0,82,Home Appliances - Science,Home Appliances,298.34,359.72,SUP_001
2023-04-19,PROD_0045,3.0,158.16,29.069999999999993,49,Home Appliances - Write,Home Appliances,43.03,52.72,SUP_006
2023-04-19,PROD_0046,0.0,0.0,0.0,17,Electronics - Result,Electronics,261.94,372.68,SUP_008
2023-04-19,PROD_0047,5.0,2438.75,1067.6499999999999,6,Home Appliances - Raise,Home Appliances,274.22,487.75,SUP_010
2023-04-19,PROD_0048,0.0,0.0,0.0,26,Books - Away,Books,241.61,441.59,SUP_007
2023-04-19,PROD_0049,4.0,388.4,163.51999999999995,90,Home Appliances - Politics,Home Appliances,56.22,97.1,SUP_006
2023-04-19,PROD_0050,2.0,799.7,376.82000000000005,34,Toys - Prove,Toys,211.44,399.85,SUP_001
2023-04-20,PROD_0001,2.0,161.74,56.540000000000006,49,Books - Surface,Books,52.6,80.87,SUP_001
2023-04-20,PROD_0002,1.0,187.91,70.78,8,Electronics - Animal,Electronics,117.13,187.91,SUP_001
2023-04-20,PROD_0003,2.0,369.54,154.68,52,Books - Show,Books,107.43,184.77,SUP_009
2023-04-20,PROD_0004,0.0,0.0,0.0,38,Toys - Machine,Toys,118.02,197.26,SUP_001
2023-04-20,PROD_0005,2.0,1036.7,332.5200000000001,66,Home Appliances - Not,Home Appliances,352.09,518.35,SUP_003
2023-04-20,PROD_0006,4.0,2815.32,899.2000000000003,63,Home Appliances - Capital,Home Appliances,479.03,703.83,SUP_002
2023-04-20,PROD_0007,1.0,107.78,50.39,6,Toys - Win,Toys,57.39,107.78,SUP_010
2023-04-20,PROD_0008,0.0,0.0,0.0,100,Clothing - Human,Clothing,405.49,723.31,SUP_009
2023-04-20,PROD_0009,5.0,3658.1,1223.95,74,Electronics - Bar,Electronics,486.83,731.62,SUP_009
2023-04-20,PROD_0010,0.0,0.0,0.0,41,Clothing - Old,Clothing,416.41,705.74,SUP_006
2023-04-20,PROD_0011,1.0,130.86,26.640000000000015,57,Books - Finally,Books,104.22,130.86,SUP_004
2023-04-20,PROD_0012,3.0,2785.4700000000003,1307.1900000000003,83,Clothing - Themselves,Clothing,492.76,928.49,SUP_002
2023-04-20,PROD_0013,5.0,1249.05,517.9999999999999,47,Toys - Production,Toys,146.21,249.81,SUP_006
2023-04-20,PROD_0014,4.0,1047.0,281.44000000000005,58,Home Appliances - Present,Home Appliances,191.39,261.75,SUP_005
2023-04-20,PROD_0015,2.0,824.8,207.8599999999999,71,Electronics - Value,Electronics,308.47,412.4,SUP_004
2023-04-20,PROD_0016,0.0,0.0,0.0,6,Home Appliances - Training,Home Appliances,236.51,334.89,SUP_009
2023-04-20,PROD_0017,1.0,647.49,302.03000000000003,43,Home Appliances - High,Home Appliances,345.46,647.49,SUP_001
2023-04-20,PROD_0018,0.0,0.0,0.0,94,Home Appliances - Participant,Home Appliances,412.68,761.0,SUP_007
2023-04-20,PROD_0019,0.0,0.0,0.0,50,Clothing - Dark,Clothing,42.43,81.91,SUP_010
2023-04-20,PROD_0020,5.0,913.15,342.2,61,Clothing - Sea,Clothing,114.19,182.63,SUP_008
2023-04-20,PROD_0021,0.0,0.0,0.0,33,Home Appliances - Available,Home Appliances,139.79,195.33,SUP_009
2023-04-20,PROD_0022,0.0,0.0,0.0,77,Books - Answer,Books,138.74,231.37,SUP_010
2023-04-20,PROD_0023,2.0,748.72,373.96000000000004,53,Toys - Recently,Toys,187.38,374.36,SUP_003
2023-04-20,PROD_0024,4.0,1817.76,810.48,21,Books - Drive,Books,251.82,454.44,SUP_002
2023-04-20,PROD_0025,0.0,0.0,0.0,47,Home Appliances - Spring,Home Appliances,317.45,582.1,SUP_007
2023-04-20,PROD_0026,0.0,0.0,0.0,32,Books - Figure,Books,41.13,61.91,SUP_008
2023-04-20,PROD_0027,7.0,1531.46,599.1300000000001,45,Books - Base,Books,133.19,218.78,SUP_001
2023-04-20,PROD_0028,0.0,0.0,0.0,32,Electronics - Top,Electronics,344.04,560.64,SUP_005
2023-04-20,PROD_0029,0.0,0.0,0.0,22,Clothing - Early,Clothing,64.66,100.08,SUP_008
2023-04-20,PROD_0030,0.0,0.0,0.0,0,Electronics - Trial,Electronics,477.37,907.33,SUP_005
2023-04-20,PROD_0031,4.0,2462.92,929.4800000000001,11,Books - Blood,Books,383.36,615.73,SUP_002
2023-04-20,PROD_0032,0.0,0.0,0.0,65,Clothing - Husband,Clothing,422.42,678.46,SUP_004
2023-04-20,PROD_0033,2.0,513.68,127.23999999999995,32,Home Appliances - Fall,Home Appliances,193.22,256.84,SUP_009
2023-04-20,PROD_0034,3.0,1448.4,537.96,12,Electronics - Long,Electronics,303.48,482.8,SUP_002
2023-04-20,PROD_0035,5.0,4109.049999999999,1906.1999999999994,17,Clothing - Prove,Clothing,440.57,821.81,SUP_005
2023-04-20,PROD_0036,0.0,0.0,0.0,41,Home Appliances - They,Home Appliances,38.38,73.01,SUP_002
2023-04-20,PROD_0037,0.0,0.0,0.0,73,Electronics - His,Electronics,368.63,683.0,SUP_009
2023-04-20,PROD_0038,1.0,115.21,42.3,67,Home Appliances - Commercial,Home Appliances,72.91,115.21,SUP_009
2023-04-20,PROD_0039,5.0,1327.4,628.0000000000001,84,Home Appliances - Hospital,Home Appliances,139.88,265.48,SUP_007
2023-04-20,PROD_0040,5.0,4196.35,1870.5000000000005,0,Home Appliances - Hear,Home Appliances,465.17,839.27,SUP_004
2023-04-20,PROD_0041,0.0,0.0,0.0,47,Clothing - Determine,Clothing,205.51,357.04,SUP_006
2023-04-20,PROD_0042,0.0,0.0,0.0,30,Toys - Religious,Toys,450.81,703.8,SUP_004
2023-04-20,PROD_0043,5.0,251.70000000000002,44.85000000000002,70,Home Appliances - Example,Home Appliances,41.37,50.34,SUP_009
2023-04-20,PROD_0044,0.0,0.0,0.0,69,Home Appliances - Science,Home Appliances,298.34,359.72,SUP_001
2023-04-20,PROD_0045,6.0,316.32,58.139999999999986,33,Home Appliances - Write,Home Appliances,43.03,52.72,SUP_006
2023-04-20,PROD_0046,0.0,0.0,0.0,23,Electronics - Result,Electronics,261.94,372.68,SUP_008
2023-04-20,PROD_0047,0.0,0.0,0.0,90,Home Appliances - Raise,Home Appliances,274.22,487.75,SUP_010
2023-04-20,PROD_0048,0.0,0.0,0.0,60,Books - Away,Books,241.61,441.59,SUP_007
2023-04-20,PROD_0049,7.0,679.6999999999999,286.15999999999997,52,Home Appliances - Politics,Home Appliances,56.22,97.1,SUP_006
2023-04-20,PROD_0050,4.0,1599.4,753.6400000000001,26,Toys - Prove,Toys,211.44,399.85,SUP_001
2023-04-21,PROD_0001,1.0,80.87,28.270000000000003,62,Books - Surface,Books,52.6,80.87,SUP_001
2023-04-21,PROD_0002,1.0,187.91,70.78,88,Electronics - Animal,Electronics,117.13,187.91,SUP_001
2023-04-21,PROD_0003,0.0,0.0,0.0,99,Books - Show,Books,107.43,184.77,SUP_009
2023-04-21,PROD_0004,0.0,0.0,0.0,26,Toys - Machine,Toys,118.02,197.26,SUP_001
2023-04-21,PROD_0005,0.0,0.0,0.0,12,Home Appliances - Not,Home Appliances,352.09,518.35,SUP_003
2023-04-21,PROD_0006,0.0,0.0,0.0,0,Home Appliances - Capital,Home Appliances,479.03,703.83,SUP_002
2023-04-21,PROD_0007,5.0,538.9,251.95,0,Toys - Win,Toys,57.39,107.78,SUP_010
2023-04-21,PROD_0008,5.0,3616.5499999999997,1589.0999999999997,64,Clothing - Human,Clothing,405.49,723.31,SUP_009
2023-04-21,PROD_0009,0.0,0.0,0.0,9,Electronics - Bar,Electronics,486.83,731.62,SUP_009
2023-04-21,PROD_0010,3.0,2117.2200000000003,867.9900000000002,62,Clothing - Old,Clothing,416.41,705.74,SUP_006
2023-04-21,PROD_0011,0.0,0.0,0.0,0,Books - Finally,Books,104.22,130.86,SUP_004
2023-04-21,PROD_0012,0.0,0.0,0.0,16,Clothing - Themselves,Clothing,492.76,928.49,SUP_002
2023-04-21,PROD_0013,2.0,499.62,207.2,67,Toys - Production,Toys,146.21,249.81,SUP_006
2023-04-21,PROD_0014,10.0,2617.5,703.6000000000001,58,Home Appliances - Present,Home Appliances,191.39,261.75,SUP_005
2023-04-21,PROD_0015,0.0,0.0,0.0,83,Electronics - Value,Electronics,308.47,412.4,SUP_004
2023-04-21,PROD_0016,5.0,1674.4499999999998,491.89999999999986,37,Home Appliances - Training,Home Appliances,236.51,334.89,SUP_009
2023-04-21,PROD_0017,0.0,0.0,0.0,98,Home Appliances - High,Home Appliances,345.46,647.49,SUP_001
2023-04-21,PROD_0018,0.0,0.0,0.0,79,Home Appliances - Participant,Home Appliances,412.68,761.0,SUP_007
2023-04-21,PROD_0019,2.0,163.82,78.96,42,Clothing - Dark,Clothing,42.43,81.91,SUP_010
2023-04-21,PROD_0020,1.0,182.63,68.44,60,Clothing - Sea,Clothing,114.19,182.63,SUP_008
2023-04-21,PROD_0021,0.0,0.0,0.0,0,Home Appliances - Available,Home Appliances,139.79,195.33,SUP_009
2023-04-21,PROD_0022,0.0,0.0,0.0,78,Books - Answer,Books,138.74,231.37,SUP_010
2023-04-21,PROD_0023,2.0,748.72,373.96000000000004,12,Toys - Recently,Toys,187.38,374.36,SUP_003
2023-04-21,PROD_0024,0.0,0.0,0.0,37,Books - Drive,Books,251.82,454.44,SUP_002
2023-04-21,PROD_0025,0.0,0.0,0.0,64,Home Appliances - Spring,Home Appliances,317.45,582.1,SUP_007
2023-04-21,PROD_0026,0.0,0.0,0.0,5,Books - Figure,Books,41.13,61.91,SUP_008
2023-04-21,PROD_0027,0.0,0.0,0.0,0,Books - Base,Books,133.19,218.78,SUP_001
2023-04-21,PROD_0028,0.0,0.0,0.0,61,Electronics - Top,Electronics,344.04,560.64,SUP_005
2023-04-21,PROD_0029,0.0,0.0,0.0,94,Clothing - Early,Clothing,64.66,100.08,SUP_008
2023-04-21,PROD_0030,0.0,0.0,0.0,15,Electronics - Trial,Electronics,477.37,907.33,SUP_005
2023-04-21,PROD_0031,0.0,0.0,0.0,54,Books - Blood,Books,383.36,615.73,SUP_002
2023-04-21,PROD_0032,0.0,0.0,0.0,76,Clothing - Husband,Clothing,422.42,678.46,SUP_004
2023-04-21,PROD_0033,5.0,1284.1999999999998,318.0999999999998,17,Home Appliances - Fall,Home Appliances,193.22,256.84,SUP_009
2023-04-21,PROD_0034,2.0,965.6,358.64,70,Electronics - Long,Electronics,303.48,482.8,SUP_002
2023-04-21,PROD_0035,0.0,0.0,0.0,36,Clothing - Prove,Clothing,440.57,821.81,SUP_005
2023-04-21,PROD_0036,0.0,0.0,0.0,25,Home Appliances - They,Home Appliances,38.38,73.01,SUP_002
2023-04-21,PROD_0037,1.0,683.0,314.37,14,Electronics - His,Electronics,368.63,683.0,SUP_009
2023-04-21,PROD_0038,3.0,345.63,126.9,57,Home Appliances - Commercial,Home Appliances,72.91,115.21,SUP_009
2023-04-21,PROD_0039,0.0,0.0,0.0,19,Home Appliances - Hospital,Home Appliances,139.88,265.48,SUP_007
2023-04-21,PROD_0040,0.0,0.0,0.0,0,Home Appliances - Hear,Home Appliances,465.17,839.27,SUP_004
2023-04-21,PROD_0041,0.0,0.0,0.0,78,Clothing - Determine,Clothing,205.51,357.04,SUP_006
2023-04-21,PROD_0042,0.0,0.0,0.0,36,Toys - Religious,Toys,450.81,703.8,SUP_004
2023-04-21,PROD_0043,3.0,151.02,26.910000000000025,11,Home Appliances - Example,Home Appliances,41.37,50.34,SUP_009
2023-04-21,PROD_0044,0.0,0.0,0.0,54,Home Appliances - Science,Home Appliances,298.34,359.72,SUP_001
2023-04-21,PROD_0045,0.0,0.0,0.0,50,Home Appliances - Write,Home Appliances,43.03,52.72,SUP_006
2023-04-21,PROD_0046,6.0,2236.08,664.44,22,Electronics - Result,Electronics,261.94,372.68,SUP_008
2023-04-21,PROD_0047,0.0,0.0,0.0,51,Home Appliances - Raise,Home Appliances,274.22,487.75,SUP_010
2023-04-21,PROD_0048,0.0,0.0,0.0,52,Books - Away,Books,241.61,441.59,SUP_007
2023-04-21,PROD_0049,7.0,679.7,286.15999999999997,43,Home Appliances - Politics,Home Appliances,56.22,97.1,SUP_006
2023-04-21,PROD_0050,0.0,0.0,0.0,53,Toys - Prove,Toys,211.44,399.85,SUP_001
2023-04-22,PROD_0001,0.0,0.0,0.0,32,Books - Surface,Books,52.6,80.87,SUP_001
2023-04-22,PROD_0002,0.0,0.0,0.0,42,Electronics - Animal,Electronics,117.13,187.91,SUP_001
2023-04-22,PROD_0003,0.0,0.0,0.0,53,Books - Show,Books,107.43,184.77,SUP_009
2023-04-22,PROD_0004,0.0,0.0,0.0,17,Toys - Machine,Toys,118.02,197.26,SUP_001
2023-04-22,PROD_0005,7.0,3628.4500000000003,1163.8200000000004,86,Home Appliances - Not,Home Appliances,352.09,518.35,SUP_003
2023-04-22,PROD_0006,3.0,2111.4900000000002,674.4000000000003,80,Home Appliances - Capital,Home Appliances,479.03,703.83,SUP_002
2023-04-22,PROD_0007,2.0,215.56,100.78,95,Toys - Win,Toys,57.39,107.78,SUP_010
2023-04-22,PROD_0008,14.0,10126.34,4449.48,58,Clothing - Human,Clothing,405.49,723.31,SUP_009
2023-04-22,PROD_0009,4.0,2926.48,979.1600000000001,14,Electronics - Bar,Electronics,486.83,731.62,SUP_009
2023-04-22,PROD_0010,0.0,0.0,0.0,0,Clothing - Old,Clothing,416.41,705.74,SUP_006
2023-04-22,PROD_0011,0.0,0.0,0.0,45,Books - Finally,Books,104.22,130.86,SUP_004
2023-04-22,PROD_0012,8.0,7427.92,3485.84,87,Clothing - Themselves,Clothing,492.76,928.49,SUP_002
2023-04-22,PROD_0013,8.0,1998.48,828.8,70,Toys - Production,Toys,146.21,249.81,SUP_006
2023-04-22,PROD_0014,5.0,1308.75,351.80000000000007,54,Home Appliances - Present,Home Appliances,191.39,261.75,SUP_005
2023-04-22,PROD_0015,13.0,5361.2,1351.0899999999995,40,Electronics - Value,Electronics,308.47,412.4,SUP_004
2023-04-22,PROD_0016,0.0,0.0,0.0,9,Home Appliances - Training,Home Appliances,236.51,334.89,SUP_009
2023-04-22,PROD_0017,0.0,0.0,0.0,22,Home Appliances - High,Home Appliances,345.46,647.49,SUP_001
2023-04-22,PROD_0018,0.0,0.0,0.0,66,Home Appliances - Participant,Home Appliances,412.68,761.0,SUP_007
2023-04-22,PROD_0019,0.0,0.0,0.0,49,Clothing - Dark,Clothing,42.43,81.91,SUP_010
2023-04-22,PROD_0020,0.0,0.0,0.0,88,Clothing - Sea,Clothing,114.19,182.63,SUP_008
2023-04-22,PROD_0021,0.0,0.0,0.0,23,Home Appliances - Available,Home Appliances,139.79,195.33,SUP_009
2023-04-22,PROD_0022,0.0,0.0,0.0,46,Books - Answer,Books,138.74,231.37,SUP_010
2023-04-22,PROD_0023,0.0,0.0,0.0,24,Toys - Recently,Toys,187.38,374.36,SUP_003
2023-04-22,PROD_0024,0.0,0.0,0.0,29,Books - Drive,Books,251.82,454.44,SUP_002
2023-04-22,PROD_0025,7.0,4074.7000000000003,1852.5500000000004,29,Home Appliances - Spring,Home Appliances,317.45,582.1,SUP_007
2023-04-22,PROD_0026,9.0,557.1899999999999,187.01999999999995,0,Books - Figure,Books,41.13,61.91,SUP_008
2023-04-22,PROD_0027,3.0,656.34,256.77000000000004,34,Books - Base,Books,133.19,218.78,SUP_001
2023-04-22,PROD_0028,2.0,1121.28,433.19999999999993,93,Electronics - Top,Electronics,344.04,560.64,SUP_005
2023-04-22,PROD_0029,0.0,0.0,0.0,40,Clothing - Early,Clothing,64.66,100.08,SUP_008
2023-04-22,PROD_0030,5.0,4536.650000000001,2149.8000000000006,53,Electronics - Trial,Electronics,477.37,907.33,SUP_005
2023-04-22,PROD_0031,0.0,0.0,0.0,7,Books - Blood,Books,383.36,615.73,SUP_002
2023-04-22,PROD_0032,1.0,678.46,256.04,74,Clothing - Husband,Clothing,422.42,678.46,SUP_004
2023-04-22,PROD_0033,0.0,0.0,0.0,18,Home Appliances - Fall,Home Appliances,193.22,256.84,SUP_009
2023-04-22,PROD_0034,1.0,482.8,179.32,90,Electronics - Long,Electronics,303.48,482.8,SUP_002
2023-04-22,PROD_0035,0.0,0.0,0.0,4,Clothing - Prove,Clothing,440.57,821.81,SUP_005
2023-04-22,PROD_0036,1.0,73.01,34.63,22,Home Appliances - They,Home Appliances,38.38,73.01,SUP_002
2023-04-22,PROD_0037,0.0,0.0,0.0,33,Electronics - His,Electronics,368.63,683.0,SUP_009
2023-04-22,PROD_0038,0.0,0.0,0.0,67,Home Appliances - Commercial,Home Appliances,72.91,115.21,SUP_009
2023-04-22,PROD_0039,0.0,0.0,0.0,80,Home Appliances - Hospital,Home Appliances,139.88,265.48,SUP_007
2023-04-22,PROD_0040,0.0,0.0,0.0,42,Home Appliances - Hear,Home Appliances,465.17,839.27,SUP_004
2023-04-22,PROD_0041,0.0,0.0,0.0,73,Clothing - Determine,Clothing,205.51,357.04,SUP_006
2023-04-22,PROD_0042,0.0,0.0,0.0,0,Toys - Religious,Toys,450.81,703.8,SUP_004
2023-04-22,PROD_0043,0.0,0.0,0.0,38,Home Appliances - Example,Home Appliances,41.37,50.34,SUP_009
2023-04-22,PROD_0044,13.0,4676.360000000001,797.9400000000006,99,Home Appliances - Science,Home Appliances,298.34,359.72,SUP_001
2023-04-22,PROD_0045,10.0,527.2,96.90000000000003,8,Home Appliances - Write,Home Appliances,43.03,52.72,SUP_006
2023-04-22,PROD_0046,3.0,1118.04,332.22,39,Electronics - Result,Electronics,261.94,372.68,SUP_008
2023-04-22,PROD_0047,4.0,1951.0,854.1199999999999,4,Home Appliances - Raise,Home Appliances,274.22,487.75,SUP_010
2023-04-22,PROD_0048,3.0,1324.77,599.9399999999999,12,Books - Away,Books,241.61,441.59,SUP_007
2023-04-22,PROD_0049,3.0,291.29999999999995,122.63999999999996,0,Home Appliances - Politics,Home Appliances,56.22,97.1,SUP_006
2023-04-22,PROD_0050,0.0,0.0,0.0,36,Toys - Prove,Toys,211.44,399.85,SUP_001
2023-04-23,PROD_0001,0.0,0.0,0.0,46,Books - Surface,Books,52.6,80.87,SUP_001
